"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "trin_geneid"
"TRINITY_DN10197_c0_g1" 75.7729907754381 7.20224942811293 1.44008359214466 5.00127177852702 5.69533586673464e-07 9.58427227674738e-05 "TRINITY_DN10197_c0_g1"
"TRINITY_DN10230_c0_g3" 443.171575075955 2.3898882484079 0.446862376869938 5.34815274704474 8.88564614790111e-08 2.11478378320047e-05 "TRINITY_DN10230_c0_g3"
"TRINITY_DN10654_c0_g1" 45.5761823955881 4.7763910492554 1.04921801701813 4.55233418773143 5.30539717445757e-06 0.000564779021894333 "TRINITY_DN10654_c0_g1"
"TRINITY_DN10753_c0_g2" 77.0553224220461 3.43188290233755 1.07641249678088 3.18825999568099 0.00143131775579508 0.0320292193573486 "TRINITY_DN10753_c0_g2"
"TRINITY_DN10800_c0_g1" 81.6343999463712 2.31929731897197 0.703524813588503 3.29668161545264 0.000978343380650641 0.0246406059148122 "TRINITY_DN10800_c0_g1"
"TRINITY_DN10953_c0_g1" 41.4472121372223 5.17847035800046 1.21965994930645 4.24583127530355 2.17784473911833e-05 0.00171550323185397 "TRINITY_DN10953_c0_g1"
"TRINITY_DN109805_c0_g1" 129.936085990786 5.68655425390137 1.63136830147143 3.48575747657492 0.000490745699089313 0.015085740693805 "TRINITY_DN109805_c0_g1"
"TRINITY_DN111416_c0_g1" 62.6199117028228 3.44423677714721 0.985996128812761 3.49315446227402 0.000477350310615883 0.0148508985524941 "TRINITY_DN111416_c0_g1"
"TRINITY_DN11174_c0_g1" 37.054921116903 2.16967169787276 0.66171405536803 3.27886596978212 0.0010422512455714 0.02588334095791 "TRINITY_DN11174_c0_g1"
"TRINITY_DN11345_c0_g1" 12.4779976314541 3.54913750432767 1.15386871280092 3.0758590340078 0.00209897053866197 0.0417776867927152 "TRINITY_DN11345_c0_g1"
"TRINITY_DN11403_c0_g1" 12.0914691851422 30.5336579210121 3.52636856529091 8.65866892688037 4.77304899008319e-18 9.35517602056306e-15 "TRINITY_DN11403_c0_g1"
"TRINITY_DN1161_c0_g1" 377.798392898766 2.47636240606069 0.616767448709404 4.01506663693508 5.94290015522651e-05 0.00347399005565171 "TRINITY_DN1161_c0_g1"
"TRINITY_DN11866_c0_g1" 52.0267131342986 2.90839949639815 0.948635606726655 3.06587637631885 0.00217033029367802 0.0426159903272776 "TRINITY_DN11866_c0_g1"
"TRINITY_DN12663_c1_g1" 12.3500185385044 16.7231988453339 2.19487360380579 7.61920814772059 2.55236601670811e-14 3.69760155116149e-11 "TRINITY_DN12663_c1_g1"
"TRINITY_DN12716_c0_g1" 29.2696907516148 2.42171873035003 0.647838192666644 3.73815368986151 0.000185376618244925 0.00792907435163144 "TRINITY_DN12716_c0_g1"
"TRINITY_DN12801_c0_g1" 21.3086869707759 2.07790190360628 0.578676515615791 3.59078318807375 0.000329685804605323 0.0115390031611863 "TRINITY_DN12801_c0_g1"
"TRINITY_DN12969_c0_g1" 19.3856293392895 2.27549722604153 0.633966978888875 3.58929928815802 0.000331568003412361 0.0115927029104931 "TRINITY_DN12969_c0_g1"
"TRINITY_DN12971_c0_g1" 11.8212107546744 2.5935402039646 0.853362844923805 3.03919981915334 0.00237207464301926 0.0453412406809356 "TRINITY_DN12971_c0_g1"
"TRINITY_DN132086_c0_g1" 16.5773552782593 26.9638234229167 4.95194072609444 5.44510221635525 5.1775644820945e-08 1.4376370711949e-05 "TRINITY_DN132086_c0_g1"
"TRINITY_DN13265_c0_g1" 2068.8650829179 2.46415678599676 0.374357969905103 6.58235428144191 4.63056562363186e-11 3.02530287410615e-08 "TRINITY_DN13265_c0_g1"
"TRINITY_DN13269_c0_g1" 36.0913184373054 2.54191304721113 0.717938266911661 3.54057328375269 0.000399258738219997 0.0132239574130122 "TRINITY_DN13269_c0_g1"
"TRINITY_DN134_c2_g5" 475.51197669887 3.68707329828847 1.1231549643753 3.28278235438261 0.0010278799118682 0.0256858345074839 "TRINITY_DN134_c2_g5"
"TRINITY_DN1342_c3_g1" 187.308803080496 2.69319899709711 0.671072423375902 4.01327621771237 5.98817718351558e-05 0.00348677265879141 "TRINITY_DN1342_c3_g1"
"TRINITY_DN13875_c0_g1" 20.592132414789 4.26876498146162 1.20115869447059 3.55387260743516 0.000379603042486558 0.0127890529581922 "TRINITY_DN13875_c0_g1"
"TRINITY_DN138910_c0_g1" 24.1884977054629 4.41800031326323 1.439854831985 3.06836509842629 0.00215233481294334 0.042435382229155 "TRINITY_DN138910_c0_g1"
"TRINITY_DN1400_c0_g1" 186.274754116404 3.94455435547678 1.06172405278697 3.71523499455676 0.000203014934270226 0.0084272319170762 "TRINITY_DN1400_c0_g1"
"TRINITY_DN14070_c0_g1" 108.975018497266 3.17026813813724 0.754335827503774 4.20272778058043 2.63717659493376e-05 0.00198802543310391 "TRINITY_DN14070_c0_g1"
"TRINITY_DN142630_c0_g1" 2124.02624825502 2.52569404087626 0.84424156486534 2.99167222509249 0.00277453986337428 0.0498775600793044 "TRINITY_DN142630_c0_g1"
"TRINITY_DN14345_c0_g1" 33.2542037808562 6.8090551961157 1.77000010294575 3.84692361587078 0.000119610239149711 0.00577596111372229 "TRINITY_DN14345_c0_g1"
"TRINITY_DN143490_c0_g1" 440.608008994367 3.67954505481694 1.2257762140696 3.00180817067805 0.00268381238630339 0.0490048363244869 "TRINITY_DN143490_c0_g1"
"TRINITY_DN1443_c0_g1" 270.304413827575 2.59185000980299 0.810818724728388 3.19658381183935 0.00139065419098153 0.0314786668773808 "TRINITY_DN1443_c0_g1"
"TRINITY_DN146316_c0_g1" 165.769848014667 4.02935739742086 1.34494002332225 2.99593835230481 0.00273601740709964 0.0495559655282352 "TRINITY_DN146316_c0_g1"
"TRINITY_DN149742_c0_g1" 18.5704924188933 2.12839766689154 0.649803306347398 3.27544911837315 0.0010549411578148 0.0261148880968715 "TRINITY_DN149742_c0_g1"
"TRINITY_DN150_c0_g2" 428.389676227412 2.77615614870205 0.720906065284516 3.85092633061201 0.000117671894685654 0.00571231730267657 "TRINITY_DN150_c0_g2"
"TRINITY_DN15023_c0_g1" 39.2518259869483 3.00776844998435 0.786194143034624 3.82573245633031 0.000130383834504923 0.00613614317189837 "TRINITY_DN15023_c0_g1"
"TRINITY_DN150248_c3_g2" 3214.35371052558 8.61724268358954 1.63416286668044 5.27318473530989 1.34076480112917e-07 2.90092747880676e-05 "TRINITY_DN150248_c3_g2"
"TRINITY_DN15246_c0_g1" 61.7622449071194 2.90112067122 0.865105253164824 3.35348867736822 0.000797996786856156 0.0214171904325207 "TRINITY_DN15246_c0_g1"
"TRINITY_DN1542_c1_g1" 10.6282268477269 4.16770198571618 1.23821159474376 3.36590450566621 0.00076293115354099 0.0207179022298173 "TRINITY_DN1542_c1_g1"
"TRINITY_DN15675_c0_g1" 52.0552054581889 3.23498405398276 1.0049150882478 3.21916159068062 0.00128566012936058 0.0297901220516651 "TRINITY_DN15675_c0_g1"
"TRINITY_DN15859_c0_g1" 97.0298448349917 4.3072496434782 0.933615393110744 4.61351609588048 3.95913588048013e-06 0.000442679219924825 "TRINITY_DN15859_c0_g1"
